product_name,total_price,unit_price,img,link,supermarket
J.James Free Range Eggs Mixed Weight x10,110.0,11p / ea,https://assets.sainsburys-groceries.co.uk/gol/8008268/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/j-james-fr-mixed-weight-eggs-x10,Sainsburys
"Sainsbury's Woodland Free Range Golden Yolked Mixed Weight Eggs, Taste the Diffe...",190.0,32p / ea,https://assets.sainsburys-groceries.co.uk/gol/6407203/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-golden-yolked-free-range-eggs--taste-the-difference-x6,Sainsburys
Two Chicks Liquid Egg White 500g,250.0,50p / 100g,https://assets.sainsburys-groceries.co.uk/gol/6755369/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/two-chicks-liquid-egg-white-500g,Sainsburys
Sainsbury's Woodland Free Range Large Eggs x12,205.0,17p / ea,https://assets.sainsburys-groceries.co.uk/gol/6468897/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-large-eggs-x12,Sainsburys
Sainsbury's Woodland Free Range Large Eggs x6,110.0,18p / ea,https://assets.sainsburys-groceries.co.uk/gol/6334094/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-woodland-large-eggs-x6,Sainsburys
Sainsbury's Woodland Free Range Medium Eggs x12,170.0,14p / ea,https://assets.sainsburys-groceries.co.uk/gol/6468901/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-woodland-medium-eggs-x12,Sainsburys
Sainsbury's Woodland Free Range Medium Eggs x6,90.0,15p / ea,https://assets.sainsburys-groceries.co.uk/gol/6334096/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-woodland-medium-eggs-x6,Sainsburys
"Sainsbury's Woodland Free Range Large Eggs, SO Organic x6",215.0,36p / ea,https://assets.sainsburys-groceries.co.uk/gol/6379763/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-woodland-large-eggs--so-organic-x6,Sainsburys
Happy Egg Large Free Range Eggs x6,175.0,29p / ea,https://assets.sainsburys-groceries.co.uk/gol/6921094/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/happy-egg-large-free-range-eggs-x6,Sainsburys
"Sainsbury's Woodland Free Range Medium Eggs, SO Organic x6",180.0,30p / ea,https://assets.sainsburys-groceries.co.uk/gol/6379768/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-woodland-medium-eggs--so-organic-x6,Sainsburys
Happy Egg Large Free Range Eggs x10,275.0,28p / ea,https://assets.sainsburys-groceries.co.uk/gol/7184395/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/happy-egg-large-free-range-eggs-x10,Sainsburys
Sainsbury's Woodland Free Range Very Large Eggs x6,160.0,27p / ea,https://assets.sainsburys-groceries.co.uk/gol/6468905/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-woodland-free-range-very-large-eggs-x6,Sainsburys
Clarence Court Burford Browns Free Range Eggs x10 500g,375.0,38p / ea,https://assets.sainsburys-groceries.co.uk/gol/7883240/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/clarence-court-burford-browns-free-range-eggs-x10-500g,Sainsburys
Clarence Court Old Cotswold Legbar Eggs x6,235.0,39p / ea,https://assets.sainsburys-groceries.co.uk/gol/3561256/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/clarence-court-old-cotswold-legbar-eggs-x6,Sainsburys
Sainsbury's Free Range British Eggs Medium x15,200.0,13p / ea,https://assets.sainsburys-groceries.co.uk/gol/8008635/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-eggs-medium-x15,Sainsburys
Clarence Court Mabel Pearmans's Burford Browns Large Free Range Eggs x6,250.0,42p / ea,https://assets.sainsburys-groceries.co.uk/gol/7984249/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/clarence-court-mabel-pearmanss-burford-browns-large-free-range-eggs-x6,Sainsburys
Sainsbury's Woodland Free Range Eggs Rich in Omega 3 Mixed Weight x6,165.0,28p / ea,https://assets.sainsburys-groceries.co.uk/gol/7610274/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-woodland-eggs-rich-in-omega-3-x6,Sainsburys
The Happy Egg Co. Free Range Mixed Sizes x10 497g,200.0,20p / ea,https://assets.sainsburys-groceries.co.uk/gol/7851358/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/happy-egg-mixed-weight-x10,Sainsburys
Purely Organic Organic Free Range Eggs x10 540g,300.0,30p / ea,https://assets.sainsburys-groceries.co.uk/gol/8008511/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/purely-orangic-mixed-weight-eggs-x10,Sainsburys
Mixed Weight Free Range Eggs x6,110.0,18p / ea,https://assets.sainsburys-groceries.co.uk/gol/8025182/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/mixed-weight-free-range-eggs-x6,Sainsburys
OGGS Aquafaba Egg Alternative 200ml,195.0,98p / 100ml,https://assets.sainsburys-groceries.co.uk/gol/8023454/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/oggs-aquafaba-200ml,Sainsburys
Sainsbury's Free Range Fresh Egg Noodles 410g,125.0,30p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7282459/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-fresh-egg-noodles-410g,Sainsburys
Sainsbury's Fresh Egg Fusilli 500g,175.0,£3.50 / kg,https://assets.sainsburys-groceries.co.uk/gol/6280588/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fresh-egg-fusilli-500g,Sainsburys
Sharwood's Medium Egg Noodles 340g,175.0,£5.15 / kg,https://assets.sainsburys-groceries.co.uk/gol/6340517/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sharwoods-medium-egg-noodles-375g,Sainsburys
Sainsbury's Egg Custard Tarts 4x81g,120.0,30p / ea,https://assets.sainsburys-groceries.co.uk/gol/1294934/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-egg-custard-tarts-x4,Sainsburys
Cadbury Creme Egg Single 40g,35.0,35p / ea,https://assets.sainsburys-groceries.co.uk/gol/2536507/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cadbury-creme-egg-single-40g,Sainsburys
Sainsbury's Fresh Egg Lasagne Sheets 250g,100.0,£4.00 / kg,https://assets.sainsburys-groceries.co.uk/gol/636162/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fresh-egg-lasagne-sheets-250g,Sainsburys
Sainsbury's Fresh Egg Penne 500g,130.0,£2.60 / kg,https://assets.sainsburys-groceries.co.uk/gol/636094/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fresh-penne-pasta-500g,Sainsburys
Happy Egg Medium Free Range Eggs x6,155.0,26p / ea,https://assets.sainsburys-groceries.co.uk/gol/6921050/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/happy-egg-medium-free-range-eggs-x6,Sainsburys
Sainsbury's Scotch Eggs x2 226g,120.0,53p / 100g,https://assets.sainsburys-groceries.co.uk/gol/4237/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-scotch-eggs-x2-226g,Sainsburys
Sainsbury's Egg Bites x12 222g,100.0,46p / 100g,https://assets.sainsburys-groceries.co.uk/gol/388061/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-egg-bites-x12-240g,Sainsburys
Sainsbury's Egg Custard Tarts 2x81g,80.0,49p / 100g,https://assets.sainsburys-groceries.co.uk/gol/1299106/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-free-range-egg-custard-tarts-2x85g,Sainsburys
Cadbury Mini Eggs Bag 80g,100.0,£1.25 / 100g,https://assets.sainsburys-groceries.co.uk/gol/2317755/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cadbury-mini-eggs-bag-90g,Sainsburys
Sainsbury's Fresh Egg Tagliatelle 500g,130.0,£2.60 / kg,https://assets.sainsburys-groceries.co.uk/gol/636056/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fresh-tagliatelle-500g,Sainsburys
Sainsbury's Egg Mayo Deli Filler 220g,155.0,70p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7467280/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-egg-mayonnaise-deli-filler-230g,Sainsburys
Sainsbury's Fresh Egg Spaghetti 500g,175.0,£3.50 / kg,https://assets.sainsburys-groceries.co.uk/gol/636155/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fresh-spaghetti-500g,Sainsburys
Sainsbury's Scotch Eggs x4 452g,165.0,36p / 100g,https://assets.sainsburys-groceries.co.uk/gol/6881080/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-scotch-eggs-x4-452g,Sainsburys
Uncle Ben's Special Microwave Rice Egg Fried 250g,100.0,£4.00 / kg,https://assets.sainsburys-groceries.co.uk/gol/3709160/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/uncle-bens-special-microwaveable-rice-egg-fried-250g,Sainsburys
Sainsbury's Duck In Plum Sauce With Egg Fried Rice 400g (Serves 1),300.0,£7.50 / kg,https://assets.sainsburys-groceries.co.uk/gol/6477738/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-duck-in-plum-sauce-with-egg-fried-rice-450g,Sainsburys
Sainsbury's Microwave Rice Egg Fried 250g,70.0,£2.80 / kg,https://assets.sainsburys-groceries.co.uk/gol/7497401/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-2---min-egg-fried-rice,Sainsburys
"Sainsbury's Scotch Egg, Taste the Difference 140g",130.0,93p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7464642/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-scotch-egg--taste-the-difference,Sainsburys
Sharwood's Fine Egg Noodles 340g,175.0,£5.15 / kg,https://assets.sainsburys-groceries.co.uk/gol/6340297/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sharwoods-fine-egg-noodles-375g,Sainsburys
"Sainsbury's Egg Bites, Mini x18 216g",200.0,93p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7563390/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-mini-egg-bites-x18-216g,Sainsburys
Cadbury Dairy Milk Buttons Easter Egg & Chocolate Bag 74g,100.0,£1.35 / 100g,https://assets.sainsburys-groceries.co.uk/gol/2106182/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cadbury-dairy-milk-buttons-medium-easter-egg-128g,Sainsburys
Sainsbury's Egg Mayo Deli Filler 385g,235.0,61p / 100g,https://assets.sainsburys-groceries.co.uk/gol/6772677/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-deli-filler-egg-mayonnaise-sandwich-400g,Sainsburys
Sainsbury's Egg & Bacon Deli Filler 220g,155.0,70p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7467148/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-egg---bacon-deli-filler-230g,Sainsburys
Maltesers Chocolate Medium Easter Egg 127g,125.0,98p / 100g,https://assets.sainsburys-groceries.co.uk/gol/3619483/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/maltesers-chocolate-medium-easter-egg-127g,Sainsburys
Sainsbury's Potato & Egg Salad Bowl 300g,200.0,67p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7282644/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-potato---egg-salad-290g,Sainsburys
Kinder Surprise Eggs 3x20,189.0,£3.15 / 100g,https://assets.sainsburys-groceries.co.uk/gol/3320105/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kinder-surprise-chocolate-egg-x3-60g,Sainsburys
Cadbury Mini Eggs Medium Easter Egg 130g,125.0,96p / 100g,https://assets.sainsburys-groceries.co.uk/gol/6363079/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cadbury-mini-eggs-medium-easter-egg-130g,Sainsburys
Sainsbury's Italian Fresh Egg Linguine 500g,175.0,£3.50 / kg,https://assets.sainsburys-groceries.co.uk/gol/6464744/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fresh-tagliolini-500g,Sainsburys
Sainsbury's Egg Fried Rice 400g (Serves 2),190.0,£4.75 / kg,https://assets.sainsburys-groceries.co.uk/gol/7768021/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-egg-fried-rice-400g,Sainsburys
Tilda Microwave Steamed Basmati Egg Fried 250g,100.0,£4.00 / kg,https://assets.sainsburys-groceries.co.uk/gol/6567502/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/tilda-steamed-basmati-egg-fried-250g,Sainsburys
Sainsbury's Pork & Egg Lattice Gala Pie 450g,270.0,60p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7464539/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-lattice-gala-pork---egg-pie-450g,Sainsburys
Quorn Picnic Eggs 180g,150.0,£8.33 / kg,https://assets.sainsburys-groceries.co.uk/gol/7978363/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/quorn-picnic-eggs-180g,Sainsburys
Sainsbury's Milk Chocolate Mini Eggs 85g,80.0,94p / 100g,https://assets.sainsburys-groceries.co.uk/gol/6507240/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-milk-chocolate-mini-eggs-85g,Sainsburys
Maltesers Bunny Chocolate Mini Bunnies Small Easter Egg 80g,100.0,£1.25 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7730778/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/maltesers-bunny-chocolate-mini-bunnies-small-easter-egg-80g,Sainsburys
"Kinder Surprise Chocolate Egg, With Gift 20g",90.0,£4.50 / 100g,https://assets.sainsburys-groceries.co.uk/gol/2733265/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kinder-surprise-chocolate-egg--with-gift-20g,Sainsburys
Sainsbury's Fine Egg Noodles 250g,100.0,40p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7911254/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fine-egg-noodles-250g,Sainsburys
Sainsbury's Fresh Egg Multigrain Tagliatelle 500g,175.0,£3.50 / kg,https://assets.sainsburys-groceries.co.uk/gol/6364954/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-multi-grain-tagliatelle--be-good-to-yourself-500g,Sainsburys
Tesco Large Free Range Eggs 12 Pack,205.0,£0.17/each,https://img.tesco.com/Groceries/pi/457/5051140150457/IDShot_225x225.jpg,https://www.tesco.com/groceries/en-GB/products/260298456,Tesco
Tesco Medium Free Range Eggs 12 Pack,169.0,£0.14/each,https://img.tesco.com/Groceries/pi/471/5051140150471/IDShot_225x225.jpg,https://www.tesco.com/groceries/en-GB/products/260298462,Tesco
Tesco Large Free Range Eggs 6 Pack,110.0,£0.18/each,https://img.tesco.com/Groceries/pi/303/5018374888303/IDShot_225x225.jpg,https://www.tesco.com/groceries/en-GB/products/250802567,Tesco
Happy Egg Co. Free Range Eggs 12 Large,295.0,£0.25/each,https://img.tesco.com/Groceries/pi/105/5000326011105/IDShot_225x225.jpg,https://www.tesco.com/groceries/en-GB/products/300951423,Tesco
Tesco Medium Free Range Eggs 6 Pack,89.0,£0.15/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/250802613,Tesco
Clarence Court Burford Browns Free Range Eggs 6 Pack,250.0,£0.42/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/301868215,Tesco
Big & Fresh Mixed Sized Eggs 10 Pack,175.0,£0.18/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/251744530,Tesco
Tesco 15 Eggs,118.0,£0.08/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/299626009,Tesco
Tesco Mixed Sized Free Range Eggs 15 Pack,200.0,£0.13/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/265422924,Tesco
Happy Egg Free Range Eggs Large 6 Pack,165.0,£0.28/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/264328992,Tesco
Tesco Mixed Sized Organic Eggs 6 Pack,180.0,£0.30/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/268263786,Tesco
Tesco Finest 6 Free Range Bluebell Aurancana Eggs,190.0,£0.32/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/277393000,Tesco
Happy Egg Co. Free Range Eggs 12 Medium,265.0,£0.22/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/300951446,Tesco
Purely Organic Eggs Mixed Weight 10 Pack,300.0,£0.30/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/301810088,Tesco
Happy Egg Free Range Eggs Medium 6 Pack,140.0,£0.23/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/264328894,Tesco
Tesco 6 Eggs,70.0,£0.12/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/299625707,Tesco
Happy Egg Co. Free Range Eggs 10 Mixed Weight,220.0,£0.22/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/295693390,Tesco
Rymer Farm Eggs Large Free Range 12 Eggs (L),300.0,£0.25/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/285527920,Tesco
Rymer Farm Eggs Large Free Range 6 Eggs,180.0,£0.30/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/280418591,Tesco
Big & Fresh Mixed Sized Eggs 6 Pack,115.0,£0.19/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/253270171,Tesco
Clarence Court Braddock White Duck Free Range Eggs 6 Pack,250.0,£0.42/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/301868250,Tesco
Clarence Court Old Cotswold Free Range Eggs 6 Pack,225.0,£0.38/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/301868238,Tesco
Big & Free Large White Free Range Eggs 10 Pack,200.0,£0.20/each,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/306934262,Tesco
Sainsbury's Fairtrade Bananas Loose,73.0, / kg,https://assets.sainsburys-groceries.co.uk/gol/1196757/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-loose-fairtrade-bananas,Sainsburys
Sainsbury's Fairtrade Bananas x5,69.0,14p / ea,https://assets.sainsburys-groceries.co.uk/gol/7430790/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fairtrade-bananas-x5,Sainsburys
Sainsbury's Fairtrade Bananas x8,110.0,14p / ea,https://assets.sainsburys-groceries.co.uk/gol/7553276/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fairtrade-bananas-x8,Sainsburys
"Sainsbury's Small Bananas, Fairtrade x8",105.0,13p / ea,https://assets.sainsburys-groceries.co.uk/gol/343510/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-eric---friends-small-bananas--fairtrade-x8,Sainsburys
"Sainsbury's Fairtrade Bananas, SO Organic x6",135.0,23p / ea,https://assets.sainsburys-groceries.co.uk/gol/1129441/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fairtrade-bananas--so-organic-x5,Sainsburys
"Sainsbury's Apple, Banana, Strawberry & Grape 220g",200.0,£9.09 / kg,https://assets.sainsburys-groceries.co.uk/gol/7973661/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-apple-banana-strawberry-grape-220g,Sainsburys
Sainsbury's Fairtrade Ripen at Home Bananas x5,69.0,14p / ea,https://assets.sainsburys-groceries.co.uk/gol/8064369/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-ripen-at-home-bananas,Sainsburys
Müller Corner Banana Yogurt with Chocolate Flakes 130g,50.0,38p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7553395/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/muller-corner-banana-chocolate-flake-135g,Sainsburys
Muller Corner Vanilla & Banana Yogurts with Chocolate Balls 6 x 130g,200.0,25p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7553576/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/muller-corner-vanilla---banana-yogurts-with-chocolate-balls-6-x-130g-7553576-p,Sainsburys
Müller Light Fat Free Smooth Banana & Custard Yogurt 160g,35.0,22p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7510108/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/mullerlight-banana---custard-175g,Sainsburys
Soreen Banana Lunchbox Loaves 5x30g,150.0,30p / ea,https://assets.sainsburys-groceries.co.uk/gol/7560960/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/soreen-banana-lunchbox-loaves-x5,Sainsburys
Alpro No Bits Strawberry-Banana & Peach-Pear Yoghurt Alternative 4x125g,190.0,38p / 100g,https://assets.sainsburys-groceries.co.uk/gol/3486788/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/alpro-smooth-yogurt-alternative-4x125g,Sainsburys
Kiddylicious Strawberry & Banana Smoothie Melts Snack 6g 12 Months+,60.0,£10.00 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7532288/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kiddylicious-strawberry---banana-melts-6g,Sainsburys
Innocent Smoothie Seriously Strawberry & Bananas 750ml,300.0,40p / 100ml,https://assets.sainsburys-groceries.co.uk/gol/7485206/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/innocent-smoothie--strawberry---banana-750ml,Sainsburys
Happy Monkey Strawberry & Banana Kids Smoothie 4x180ml,210.0,29p / 100ml,https://assets.sainsburys-groceries.co.uk/gol/7006875/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/happy-monkey-strawberry---banana-kids-smoothie-4x180ml,Sainsburys
The Collective Kids Suckies Banana Yogurt 100g,60.0,60p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7851266/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/the-collective-fresh-whole-milk-yogurt---fruit-banana-suckies-for-kids-100g,Sainsburys
Ella's Kitchen Organic Bananas & Apples Baby Pouch 4+ Months 120g,105.0,88p / 100g,https://assets.sainsburys-groceries.co.uk/gol/6512212/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/ellas-organic-apples---bananas-120g,Sainsburys
Sainsbury's Banana Milkshake 1L,100.0,£1.00 / ltr,https://assets.sainsburys-groceries.co.uk/gol/6319221/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fresh-banana-flavoured-milk-1l,Sainsburys
Ella's Kitchen Organic Peaches and Bananas Baby Pouch 4+ Months 120g,105.0,88p / 100g,https://assets.sainsburys-groceries.co.uk/gol/6851830/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/ellas-organic-peaches---bananas--stage-1-120g,Sainsburys
Kiddylicious Banana Mango & Passion Fruit Smoothie Melts Snack 6g 12 Months+,60.0,£10.00 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7532284/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kiddylicious-mango---passion-fruit-melts-6g,Sainsburys
Ella's Kitchen Organic Banana Baby Brekkie Pouch 6+ Months 100g,105.0,£1.05 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7017336/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/ellas-kitchen-organic-banana-baby-brekkie-100g,Sainsburys
Sainsbury's Foam Banana Sweets 70g,45.0,64p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7601806/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-foam-bananas-75g,Sainsburys
Sainsbury's Frozen Berry Banana Smoothie Mix Strawberry & Banana 480g,200.0,42p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7832811/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-frozen-berry-banana-smoothie-mix-strawberry---banana-480g,Sainsburys
Ella's Kitchen Organic Apricot & Banana Baby Rice Baby Pouch 4+ Months 120g,105.0,88p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7409180/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/ellas-baby-rice-banana---apricots--stage-1-120g,Sainsburys
Organix Banana Rice Cakes 50g,100.0,£2.00 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7610757/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/organix-ricecakes-banana-50g,Sainsburys
Ella's Kitchen Organic Strawberry and Banana Melty Puffs Baby Snack 6+ Months 20...,60.0,60p / ea,https://assets.sainsburys-groceries.co.uk/gol/7738778/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/ellas-kitchen-strawberries---bananas-melty-puffs-snack-20g-7-month,Sainsburys
